group,lr,lambda_reg,use_scheduler,scheduler_type,eta_min,mean_val_seen,std_val_seen,n_runs_seen,values_seen,mean_val_unseen_at_best_val_seen,std_val_unseen_at_best_val_seen,n_runs_unseen_at_best_val_seen,values_unseen_at_best_val_seen
fusion_lstm_lr_1e-5_lambda_1e-3_No_scheduler_epochs_100,1e-05,0.001,False,None,N/A,0.6994089072625257,0.05601651708324722,3,"[0.7612612612612614, 0.7113486842105263, 0.6256167763157895]",0.7315838058318098,0.055577858633748596,3,"[0.7291033434650456, 0.8008588298443371, 0.6647892441860466]"
fusion_lstm_lr_1e-5_lambda_1e-2_No_scheduler_epochs_100,1e-05,0.01,False,None,N/A,0.7026475301557538,0.04306377385151211,3,"[0.7483619983619983, 0.7146381578947368, 0.6449424342105262]",0.7114597634258445,0.05741267202213317,3,"[0.6829407294832827, 0.7915548398640185, 0.6598837209302326]"
fusion_lstm_lr_1e-5_lambda_1e-1_No_scheduler_epochs_100,1e-05,0.1,False,None,N/A,0.608880187005187,0.03444127341911236,3,"[0.561015561015561, 0.625, 0.640625]",0.6578892216386424,0.05923369838282844,2,"[0.7171229200214708, 0.598655523255814]"
fusion_lstm_lr_1e-5_lambda_1e+00_No_scheduler_epochs_100,1e-05,1.0,False,None,N/A,0.4977249041804963,0.06916652217233521,3,"[0.40990990990990994, 0.5043174342105263, 0.5789473684210527]",0.5304427019019285,0.050554302774386696,3,"[0.5499620060790273, 0.5802469135802468, 0.4611191860465116]"
fusion_lstm_lr_1e-4_lambda_1e-3_No_scheduler_epochs_100,0.0001,0.001,False,None,N/A,0.7096362585671795,0.04065691822014529,3,"[0.7493857493857493, 0.7257401315789473, 0.6537828947368421]",0.7512614834896475,0.036635217631714866,3,"[0.7211246200607904, 0.8028269815709429, 0.7298328488372094]"
fusion_lstm_lr_1e-4_lambda_1e-2_No_scheduler_epochs_100,0.0001,0.01,False,None,N/A,0.7143382168053222,0.04621797678513962,3,"[0.7688370188370188, 0.7183388157894737, 0.6558388157894737]",0.7056388333767792,0.060428556148269405,3,"[0.6890197568389057, 0.7865449991053857, 0.6413517441860466]"
fusion_lstm_lr_1e-4_lambda_1e-1_No_scheduler_epochs_100,0.0001,0.1,False,None,N/A,0.7315029405901116,0.048503843096488246,3,"[0.7954545454545454, 0.7210115131578947, 0.6780427631578948]",0.6902163183825496,0.09589048034477309,3,"[0.7239741641337386, 0.7870817677580962, 0.559593023255814]"
fusion_lstm_lr_1e-4_lambda_1e+00_No_scheduler_epochs_100,0.0001,1.0,False,None,N/A,0.6903849685510869,0.0034371195001879264,3,"[0.6951269451269451, 0.688939144736842, 0.6870888157894736]",0.6698178483958043,0.05080659836553675,3,"[0.7327127659574468, 0.6684558955090356, 0.6082848837209303]"
fusion_lstm_lr_3e-4_lambda_1e-3_No_scheduler_epochs_100,0.0003,0.001,False,None,N/A,0.7232432791643318,0.03751727229026572,3,"[0.7717035217035217, 0.7177220394736843, 0.6803042763157895]",0.7681810714385945,0.03563588837875756,3,"[0.7640577507598784, 0.8137412775093934, 0.7267441860465116]"
fusion_lstm_lr_3e-4_lambda_1e-2_No_scheduler_epochs_100,0.0003,0.01,False,None,N/A,0.7332015590650459,0.0303063591778583,3,"[0.7561425061425061, 0.7530838815789473, 0.6903782894736842]",0.7406873735854659,0.03065859188237517,3,"[0.7562689969604863, 0.7679370191447487, 0.6978561046511628]"
fusion_lstm_lr_3e-4_lambda_1e-1_No_scheduler_epochs_100,0.0003,0.1,False,None,N/A,0.7566262060505483,0.04292507924009881,3,"[0.8155200655200656, 0.7399259868421052, 0.7144325657894737]",0.6880149938009888,0.05875650028109261,3,"[0.6734422492401216, 0.7661477903023797, 0.6244549418604651]"
fusion_lstm_lr_3e-4_lambda_1e+00_No_scheduler_epochs_100,0.0003,1.0,False,None,N/A,0.6870988624689282,0.009347796818384836,3,"[0.6926699426699426, 0.6739309210526315, 0.6946957236842105]",0.6828771673642157,0.07021721556870324,3,"[0.6903495440729484, 0.7648953301127215, 0.5933866279069768]"
fusion_lstm_lr_1e-3_lambda_1e-3_No_scheduler_epochs_100,0.001,0.001,False,None,N/A,0.7236783172227251,0.03482716071417398,3,"[0.7542997542997544, 0.7417763157894737, 0.6749588815789472]",0.7383934871682284,0.04540683064526202,3,"[0.7475303951367781, 0.7888709966004653, 0.6787790697674418]"
fusion_lstm_lr_1e-3_lambda_1e-2_No_scheduler_epochs_100,0.001,0.01,False,None,N/A,0.7292079759185022,0.02924345841335929,3,"[0.7698607698607699, 0.7154605263157894, 0.7023026315789473]",0.7458716751963633,0.039596955295600596,3,"[0.7435410334346504, 0.7954911433172303, 0.6985828488372094]"
fusion_lstm_lr_1e-3_lambda_1e-1_No_scheduler_epochs_100,0.001,0.1,False,None,N/A,0.7534571802663907,0.02065415880520226,3,"[0.7776412776412777, 0.7555509868421052, 0.7271792763157895]",0.7290880208994226,0.07079657495854569,3,"[0.7363221884498481, 0.8119520486670245, 0.6389898255813953]"
fusion_lstm_lr_1e-3_lambda_1e+00_No_scheduler_epochs_100,0.001,1.0,False,None,N/A,0.6724169594235384,0.03196777020518982,3,"[0.6545864045864045, 0.6453536184210527, 0.7173108552631579]",0.6714008335807694,0.025441122949033387,3,"[0.684080547112462, 0.6942207908391482, 0.6359011627906976]"
