group,lr,lambda_reg,use_scheduler,scheduler_type,eta_min,mean_val_seen,std_val_seen,n_runs_seen,values_seen,mean_val_unseen_at_best_val_seen,std_val_unseen_at_best_val_seen,n_runs_unseen_at_best_val_seen,values_unseen_at_best_val_seen
fusion_lstm_lr_1e-5_lambda_1e-3_No_scheduler_epochs_100,1e-05,0.001,False,None,N/A,0.731961832496372,0.02681676034735285,3,"[0.7606470106470107, 0.7391036184210527, 0.6961348684210527]",0.6255662570730789,0.047020826068354574,3,"[0.5965045592705166, 0.6918947933440688, 0.5882994186046512]"
fusion_lstm_lr_1e-5_lambda_1e-2_No_scheduler_epochs_100,1e-05,0.01,False,None,N/A,0.7308029845036424,0.02746492350413026,3,"[0.7561425061425061, 0.7436266447368421, 0.692639802631579]",0.6339929209146729,0.061806637071840774,3,"[0.5949848024316109, 0.7212381463589193, 0.5857558139534884]"
fusion_lstm_lr_1e-5_lambda_1e-1_No_scheduler_epochs_100,1e-05,0.1,False,None,N/A,0.7413334199929594,0.030247132448335753,3,"[0.7731367731367731, 0.7502055921052632, 0.7006578947368421]",0.6303309677415458,0.05741890773560014,3,"[0.6485562310030395, 0.6897477187332259, 0.5526889534883722]"
fusion_lstm_lr_1e-5_lambda_1e+00_No_scheduler_epochs_100,1e-05,1.0,False,None,N/A,0.6059729922805581,0.025705174667601197,3,"[0.5821048321048321, 0.5941611842105263, 0.6416529605263158]",0.6106346049213579,0.03838286900090533,3,"[0.5965045592705168, 0.6630882089819288, 0.5723110465116279]"
fusion_lstm_lr_1e-4_lambda_1e-3_No_scheduler_epochs_100,0.0001,0.001,False,None,N/A,0.7364351866818972,0.04517238030387876,3,"[0.796887796887797, 0.7240953947368421, 0.6883223684210527]",0.6328638233472792,0.055471048211459095,3,"[0.5797872340425533, 0.7094292359992843, 0.609375]"
fusion_lstm_lr_1e-4_lambda_1e-2_No_scheduler_epochs_100,0.0001,0.01,False,None,N/A,0.7384874594989727,0.046116124246260194,3,"[0.7995495495495495, 0.7277960526315789, 0.6881167763157895]",0.6686935914921669,0.055354519780331624,3,"[0.6563449848024315, 0.7418142780461621, 0.607921511627907]"
fusion_lstm_lr_1e-4_lambda_1e-1_No_scheduler_epochs_100,0.0001,0.1,False,None,N/A,0.7350805687565556,0.03716780970923386,3,"[0.7852170352170352, 0.7236842105263157, 0.6963404605263157]",0.6567848239819513,0.052095774806913506,3,"[0.6286094224924011, 0.7298264448022902, 0.6119186046511628]"
fusion_lstm_lr_1e-4_lambda_1e+00_No_scheduler_epochs_100,0.0001,1.0,False,None,N/A,0.7322533545806573,0.01115446561585692,3,"[0.7479524979524981, 0.7230674342105263, 0.7257401315789473]",0.7097201855745041,0.05876104487430103,3,"[0.7526595744680852, 0.7498658078368223, 0.6266351744186047]"
fusion_lstm_lr_3e-4_lambda_1e-3_No_scheduler_epochs_100,0.0003,0.001,False,None,N/A,0.7387882424889004,0.0351060217440416,3,"[0.7800982800982801, 0.7419819078947368, 0.6942845394736842]",0.7148311466436147,0.06593238552033995,3,"[0.7089665653495442, 0.7983539094650206, 0.6371729651162791]"
fusion_lstm_lr_3e-4_lambda_1e-2_No_scheduler_epochs_100,0.0003,0.01,False,None,N/A,0.7357143514627067,0.045794453716050926,3,"[0.7978091728091727, 0.7206003289473684, 0.6887335526315789]",0.7066881624888968,0.05013039585749724,3,"[0.7120060790273556, 0.7652531758811951, 0.6428052325581396]"
fusion_lstm_lr_3e-4_lambda_1e-1_No_scheduler_epochs_100,0.0003,0.1,False,None,N/A,0.7608554652140178,0.04895438560437779,3,"[0.82985257985258, 0.7312911184210527, 0.721422697368421]",0.7072967279091272,0.05142981112325375,3,"[0.7163753799392097, 0.7652531758811952, 0.6402616279069767]"
fusion_lstm_lr_3e-4_lambda_1e+00_No_scheduler_epochs_100,0.0003,1.0,False,None,N/A,0.6845076049434602,0.019576463458046207,3,"[0.6832514332514332, 0.6611842105263158, 0.7090871710526315]",0.6905772797280587,0.03417850470307031,3,"[0.7317629179331308, 0.6918947933440688, 0.6480741279069768]"
fusion_lstm_lr_1e-3_lambda_1e-3_No_scheduler_epochs_100,0.001,0.001,False,None,N/A,0.7598830701215569,0.027876542188542987,3,"[0.7893120393120394, 0.7678865131578946, 0.722450657894737]",0.7053398612936185,0.06296092254108665,3,"[0.6544452887537994, 0.7940597602433351, 0.6675145348837209]"
fusion_lstm_lr_1e-3_lambda_1e-2_No_scheduler_epochs_100,0.001,0.01,False,None,N/A,0.74042091209032,0.03874112365650458,3,"[0.7889025389025389, 0.7382812499999999, 0.6940789473684211]",0.6788075333525119,0.07004789428156376,3,"[0.6700227963525837, 0.7686527106816963, 0.5977470930232557]"
fusion_lstm_lr_1e-3_lambda_1e-1_No_scheduler_epochs_100,0.001,0.1,False,None,N/A,0.7571977442454415,0.030003736728646008,3,"[0.7985257985257985, 0.744860197368421, 0.7282072368421053]",0.6981723233527957,0.04892343002205098,3,"[0.698518237082067, 0.7579173376274826, 0.6380813953488372]"
fusion_lstm_lr_1e-3_lambda_1e+00_No_scheduler_epochs_100,0.001,1.0,False,None,N/A,0.6320613002356423,0.04434279667969912,3,"[0.5980753480753481, 0.6034128289473685, 0.6946957236842105]",0.6704178539579235,0.016345942259622798,3,"[0.6578647416413373, 0.6935050993022007, 0.6598837209302325]"
