group,lr,lambda_reg,use_scheduler,scheduler_type,eta_min,mean_val_seen,std_val_seen,n_runs_seen,values_seen,mean_val_unseen_at_best_val_seen,std_val_unseen_at_best_val_seen,n_runs_unseen_at_best_val_seen,values_unseen_at_best_val_seen
lstm_lr_1e-3_lambda_1e-3__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.001,0.001,True,CosineAnnealingLR,0.0001,0.73799006467592,0.06033212140782172,3,"[0.8124488124488125, 0.736842105263158, 0.6646792763157895]",0.5247620213670564,0.026400029199780267,3,"[0.5539513677811551, 0.5303274288781534, 0.49000726744186046]"
lstm_lr_1e-3_lambda_1e-2__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.001,0.01,True,CosineAnnealingLR,0.0001,0.7161921939882466,0.06166178720779802,3,"[0.7661752661752661, 0.7530838815789473, 0.6293174342105262]",0.5592144963400066,0.05238628147405234,3,"[0.5714285714285714, 0.6163893361960995, 0.4898255813953488]"
lstm_lr_1e-3_lambda_1e-1__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.001,0.1,True,CosineAnnealingLR,0.0001,0.6551660811529232,0.026853269217277584,3,"[0.6908271908271908, 0.6486430921052632, 0.6260279605263157]",0.5983360537420985,0.08894297064659179,3,"[0.6462765957446809, 0.6750760422258008, 0.4736555232558139]"
lstm_lr_1e-2_lambda_1e-3__scheduler_CosineAnnealingLR_1e-3_epochs_200,0.01,0.001,True,CosineAnnealingLR,0.001,0.6607246450996451,0.01753484824368356,3,"[0.6852989352989353, 0.6455592105263157, 0.6513157894736843]",0.5008481744226645,0.055617494617495336,3,"[0.5049392097264438, 0.5668276972624798, 0.4307776162790698]"
lstm_lr_1e-2_lambda_1e-3__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.01,0.001,True,CosineAnnealingLR,0.0001,0.6798815300048853,0.02557373974470863,3,"[0.7084357084357085, 0.684827302631579, 0.6463815789473684]",0.5229530996537376,0.04215410896871738,3,"[0.5241261398176292, 0.5739846126319557, 0.4707485465116279]"
lstm_lr_1e-2_lambda_1e-2__scheduler_CosineAnnealingLR_1e-3_epochs_200,0.01,0.01,True,CosineAnnealingLR,0.001,0.6381301962099659,0.04591538872342925,3,"[0.5952088452088452, 0.6173930921052632, 0.7017886513157895]",0.5884660103646712,0.09104772770376882,3,"[0.5885258358662614, 0.6999463231347289, 0.4769258720930232]"
lstm_lr_1e-2_lambda_1e-2__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.01,0.01,True,CosineAnnealingLR,0.0001,0.6749065714937427,0.020783846210250395,3,"[0.6881654381654383, 0.6455592105263158, 0.6909950657894737]",0.5436067595911378,0.07176951674477108,3,"[0.5514817629179332, 0.62730363213455, 0.4520348837209302]"
lstm_lr_1e-2_lambda_1e-1__scheduler_CosineAnnealingLR_1e-3_epochs_200,0.01,0.1,True,CosineAnnealingLR,0.001,0.6260862200418121,0.04437802298351906,3,"[0.6074938574938575, 0.5834703947368421, 0.687294407894737]",0.504432660310094,0.07793051699806074,3,"[0.3962765957446808, 0.5401681875111827, 0.5768531976744186]"
lstm_lr_1e-2_lambda_1e-1__scheduler_CosineAnnealingLR_1e-4_epochs_200,0.01,0.1,True,CosineAnnealingLR,0.0001,0.6605774247632801,0.020279292368805706,3,"[0.6427108927108929, 0.6500822368421052, 0.6889391447368421]",0.5841595473101474,0.08787712259508791,3,"[0.6597644376899696, 0.6317767042404724, 0.4609375]"
